id,value
0,27.611150000000006
1,26.708310256702507
2,24.932154059538906
3,23.457656193040542
4,22.25055196071285
5,21.03473646321466
6,20.75416944460523
7,22.604366814162763
8,24.733644104215767
9,23.75916673338678
10,20.285768204137003
11,17.89149240355105
12,17.602475445111416
13,17.83356862971658
14,17.664551252468474
15,17.19071964755933
16,16.817582024950717
17,17.357875308578702
18,18.834201130463025
19,19.418214741535103
20,18.100404824935833
21,17.048800000000004
22,27.0803685583068
23,25.981726881261913
24,23.99926339699469
25,22.75181639793401
26,21.957827836453408
27,20.905230674556286
28,20.42657011786682
29,21.780313913736958
30,23.475990206522813
31,22.629653539360525
32,19.780553384087156
33,18.015029268002085
34,18.08994500247798
35,18.387057501342536
36,18.061301548477946
37,17.40985786325401
38,16.99488174805611
39,17.69427969081814
40,19.510237470359336
41,20.422781569235234
42,19.27083009369841
43,18.25872301065458
44,26.279651656741546
45,24.919164732152364
46,22.62681563905388
47,21.596596956364493
48,21.37395764620982
49,20.817661723128044
50,20.29844974926118
51,20.707064292280755
52,21.306609764413196
53,20.53349627091371
54,18.837856280968875
55,18.153791222135233
56,18.71279041766426
57,19.027841495099718
58,18.47819317457987
59,17.667284063669655
60,17.315681343895015
61,18.19978490026713
62,20.237142280517865
63,21.416957517079137
64,20.552177827640648
65,19.67900082267464
66,26.128832522798827
67,24.849968159821234
68,22.55436110805298
69,21.20651855823667
70,20.894253512210337
71,21.079153137517718
72,21.26199908420888
73,20.998568842176663
74,20.22892156835874
75,19.138106447263898
76,18.18843225596171
77,18.01812901813811
78,18.45991109887461
79,18.55385760457681
80,18.016694435488397
81,17.487586371361985
82,17.48557364979797
83,18.2193582077113
84,19.45339427409375
85,20.028110646266324
86,19.325290590683963
87,18.70698028274312
88,26.100312312142588
89,25.229676964088
90,23.35909582517691
91,21.557874270663003
92,20.66446025811587
93,21.21634651954224
94,22.10092790150313
95,21.648696996358346
96,20.07226893828669
97,18.64424047967035
98,17.867112453468145
99,17.632771724443014
100,17.662905013386414
101,17.53420664824379
102,17.19270831376677
103,17.06912881431532
104,17.330454637423816
105,17.641706998733312
106,17.70843768308714
107,17.435310155285876
108,16.896349511124505
109,16.588807190667044
110,25.320631666416958
111,25.01333930938293
112,23.971931942609412
113,22.203766366937863
114,20.725760150653315
115,20.64562644421712
116,21.231306560393868
117,21.054110831694963
118,20.00365606842239
119,18.734945058548554
120,17.69401841368503
121,17.14458413326071
122,17.030632101249743
123,16.986526557377744
124,16.856643947331577
125,16.774193173382006
126,16.753045448434328
127,16.572608951102584
128,16.14765990823139
129,15.745754448570024
130,15.579622507261965
131,15.557220963857102
132,23.96001288264585
133,24.11726553928022
134,23.92517995740507
135,22.649161931199764
136,20.967234173145517
137,19.9095911310159
138,19.595975798953486
139,19.71395805771659
140,19.701978016476122
141,18.914683753465425
142,17.633217928080633
143,16.821222059725734
144,16.72082244372177
145,16.83848725701967
146,16.813378521165507
147,16.50081496710186
148,15.924655739782388
149,15.369828881356172
150,15.07080621183859
151,15.092909487186775
152,15.377334075389685
153,15.564425931468346
154,22.63371286941334
155,22.89205667080866
156,23.06847666225484
157,22.439456198408056
158,21.22477228009575
159,19.9519527697555
160,19.0769971242402
161,18.945848602655516
162,19.100195138547548
163,18.669179408688937
164,17.70101352016918
165,16.934682887760587
166,16.63418934124351
167,16.569397314087638
168,16.45634013243425
169,15.973238078332312
170,15.124613142052795
171,14.471762362567183
172,14.397986300899548
173,14.76884041364519
174,15.31998680335709
175,15.609265848902913
176,21.722670179887782
177,21.723765806643986
178,21.743433348688512
179,21.75858004765623
180,21.488310442428563
181,20.647760493196888
182,19.563898944658252
183,18.789894690598917
184,18.384114935249123
185,18.114902429252755
186,17.78639694154961
187,17.24349970352253
188,16.568632624939607
189,16.072991876313864
190,15.76851810483474
191,15.26945945488679
192,14.505311056808152
193,13.984413035695573
194,14.04363623681877
195,14.511915103833667
196,15.104114475618353
197,15.400356438332775
198,21.443184728292827
199,20.99597054017024
200,20.558689470190206
201,21.134236296987226
202,21.812704775327028
203,21.26722815108433
204,19.84653448073828
205,18.587795825308334
206,17.88361142060779
207,17.71995872893589
208,17.7147534768978
209,17.234355534435306
210,16.28134868710608
211,15.490182037147578
212,15.074308296492802
213,14.667482061184222
214,14.137674668804182
215,13.815210699491876
216,13.92027444119632
217,14.327199862495984
218,14.821953157572425
219,15.066962501114617
220,21.634164622266628
221,20.76046291662223
222,19.790563602196546
223,20.605377073561655
224,21.862731375312926
225,21.476754384112667
226,19.881067489336026
227,18.537316353864504
228,17.863734590284057
229,17.6476232546644
230,17.485259965490705
231,16.857113368979846
232,15.81699301014044
233,14.984904584669907
234,14.587292733496273
235,14.309328706187943
236,13.998155274939228
237,13.836632049299816
238,13.9459876132884
239,14.237274735782036
240,14.569278896860112
241,14.72997335696573
242,21.85085927446759
243,20.811149676241012
244,19.452404079944788
245,19.85188619967258
246,21.040034506488745
247,21.25743757201534
248,20.484745404660966
249,19.447856967796007
250,18.51504507486007
251,17.823226464593628
252,17.234168308914086
253,16.41713665969858
254,15.431345913970642
255,14.722777695251462
256,14.421246519554133
257,14.225947121221036
258,13.994472346216995
259,13.90145087572054
260,14.042723268390402
261,14.26974028991105
262,14.435570945946424
263,14.496358831369468
264,21.766889035430044
265,20.882923096343664
266,19.452724642848516
267,19.02506869937581
268,19.61385928123485
269,20.67725416740523
270,21.383369387896618
271,20.883523343991325
272,19.495253540213792
273,18.175616037654887
274,17.159632099118618
275,16.135387523417982
276,15.138452555291362
277,14.557064548336845
278,14.43400141373449
279,14.346291671124227
280,14.107150912477133
281,13.98254663392317
282,14.122225257436975
283,14.318675231318263
284,14.39335076260089
285,14.397431083496265
286,21.190169893652094
287,20.666216681029788
288,19.60353356671083
289,18.743793993850005
290,18.709184214703484
291,19.886779864709254
292,21.223210407839847
293,21.185414915007083
294,19.950060232281977
295,18.644402684046963
296,17.51315447418145
297,16.13890143236175
298,14.714655096787379
299,14.043234665405901
300,14.241306315828712
301,14.504197760822615
302,14.389049950112586
303,14.17080295841499
304,14.089437216252074
305,14.151673067657413
306,14.301198172632413
307,14.38817866473101
308,20.264031858568245
309,20.159431066743686
310,19.777663901925678
311,19.117929919033262
312,18.726509045582226
313,19.18495053972467
314,19.974860745494457
315,20.172743403579933
316,19.760813334585208
317,19.21293350805547
318,18.35084902721812
319,16.539917939840333
320,14.304171117235095
321,13.304511008347765
322,13.89792957177977
323,14.689668272882628
324,14.805962682132648
325,14.45570534065226
326,13.985472686294369
327,13.814898023124712
328,14.128649532990176
329,14.383782157476679
330,19.55645767268498
331,19.761110168168674
332,19.932385027787213
333,19.57201896520272
334,19.078311462761736
335,19.05354085613702
336,19.377738171936738
337,19.641321035397947
338,19.786266822833134
339,19.917788282587765
340,19.469452800070144
341,17.43190259010342
342,14.5345960912508
343,13.20953720824582
344,14.035778974716026
345,15.097917942552016
346,15.207039164464963
347,14.689607884134553
348,14.027344840543318
349,13.720663200559732
350,13.995353341726553
351,14.253602201944965
352,19.357973225476776
353,19.674007494837646
354,20.021148530573207
355,19.721626373438074
