id,value
0,53.230104042617256
1,52.97926496218119
2,52.24507939081694
3,51.07865204799702
4,49.55690533511063
5,47.77550608026501
6,45.841792283086754
7,43.867699859523256
8,41.962689386643994
9,40.226672847442046
10,38.74294037563531
11,37.57108700162422
12,36.740125606407204
13,36.24520483704769
14,36.051889219320145
15,36.10289260312628
16,36.324879883199195
17,36.63526871980706
18,36.949031259457605
19,37.18549585560169
20,37.27514878933753
21,37.16643599011478
22,36.832564717437556
23,36.278002206883215
24,35.540512242416035
25,34.68543487318909
26,33.797902796639136
27,32.97501780483324
28,32.31802723081442
29,31.924500394947938
30,31.880505051267278
31,32.25278383382031
32,33.08093070301559
33,34.36956775892816
34,36.081080551669025
35,38.13471438538643
36,40.41485500591848
37,42.7813011659124
38,45.079562570612374
39,47.15115782364913
40,48.843912372827475
41,50.02225645591569
42,50.5775230464337
43,50.43824579944209
44,49.58045505674533
45,48.03696626397105
46,45.897664679621506
47,43.29897556770806
48,40.41143564923684
49,37.427249817377344
50,34.547847852630476
51,31.97144113799699
52,29.880579374145988
53,28.429707294582897
54,27.732721380818074
55,27.850533174924482
56,28.780196173379345
57,30.455129529850677
58,32.75643856692788
59,35.52579886913657
60,38.57834697334298
61,41.715571059158066
62,44.73820163934181
63,47.459102250207536
64,49.71616014202603
65,51.385176969429715
66,52.39274309482431
67,52.72700046484169
68,52.43637959189359
69,51.618324285311566
70,50.40689593027222
71,48.960375608762355
72,47.44886622054672
73,46.04189460413341
74,44.896013657740504
75,44.14240446026284
76,43.87447839223777
77,44.13551414202562
78,44.909032506951455
79,46.12179494250784
80,47.65554516760557
81,49.359518412649116
82,51.06295117199149
83,52.58759095638902
84,53.76020604545655
85,54.42509524012181
86,54.45659761508081
87,53.77160227125221
88,52.34198830451931
89,50.20345939619613
90,47.45082441643905
91,44.225481196952906
92,40.702370792512454
93,37.0769316743374
94,33.55205392346522
95,30.325033424125397
96,27.57452605711311
97,25.44750189316359
98,24.046199386325384
99,23.415208458261795
100,23.533185014320466
101,24.318841468413027
102,25.643742758635938
103,27.345453888563302
104,29.240687470721912
105,31.138451270066884
106,32.85319574745719
107,34.21796160313074
108,35.09752732018048
109,35.40155670802908
110,53.15553843121418
111,52.908934222130554
112,52.18717053679786
113,51.0405582917205
114,49.54481223720894
115,47.794076576925335
116,45.893950587428556
117,43.95451423772023
118,42.08335380878984
119,40.37858751316032
120,38.92189111443369
121,37.771523547979974
122,36.955536725735975
123,36.46855112111819
124,36.2760113594596
125,36.32086847654839
126,36.53032971038734
127,36.82260829295274
128,37.113673241954174
129,37.32399915259318
130,37.38531598932287
131,37.24735887760704
132,36.88461785678886
133,36.30278545315954
134,35.540754781868294
135,34.664882701547604
136,33.761195462849365
137,32.92755453302822
138,32.265822420524636
139,31.874028499547876
140,31.838534834659356
141,32.226202005355674
142,33.076554930652044
143,34.393949061445504
144,36.14029631848084
145,38.23416624416334
146,40.55909207002204
147,42.97387311454821
148,45.322902618442136
149,47.44649557986142
150,49.19121658966722
151,50.420207666672695
152,51.023516092889636
153,50.92842224877651
154,50.109765507206866
155,48.59926217921372
156,46.48581653388725
157,43.90501343687519
158,41.02671156914644
159,38.042621904171234
160,35.153886185100795
161,32.55865540194729
162,30.439668268763764
163,28.951829700823748
164,28.209789291801314
165,28.275526360299832
166,29.147491932045902
167,30.76080036676538
168,32.99847062974019
169,35.70422449903105
170,38.69529134204912
171,41.77521289212726
172,44.746648025091595
173,47.42417753583305
174,49.647108914878665
175,51.29228112496315
176,52.286853100377975
177,52.618994963037785
178,52.3366339007114
179,51.53625486323638
180,50.350588312017955
181,48.936295826023255
182,47.46165570777791
183,46.09424858936041
184,44.98864303839787
185,44.27408116406166
186,44.04216422306221
187,44.3345729773884
188,45.133515372266395
189,46.364749664003796
190,47.90931715314605
191,49.61603962347377
192,51.31401728344929
193,52.825126707663486
194,53.97651877828305
195,54.613116626496236
196,54.610113573960874
197,53.88547107425024
198,52.412346712473635
199,50.227908657691145
200,47.428565418161206
201,44.15738110011777
202,40.59095995561633
203,36.926330862079176
204,33.36783180183845
